start_time	duration	jellyfish_aurelia	jellyfish_ctenophora	jellyfish_unspecified	fish_unspecified	fish_cod	jellyfish_cyanea	fish_herring
2021-06-24 21:01:00.766	00:00:07	0.0	0.0	0.0	82.0	0.0	0.0	0.0
2021-06-24 21:48:39.580	00:00:03	0.0	0.0	0.0	24.0	0.0	0.0	0.0
2021-06-25 06:23:07.253	00:00:04	0.0	0.0	0.0	46.0	0.0	0.0	0.0
2021-06-25 08:26:48.923	00:00:38	660.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-25 08:27:32.363	00:00:05	75.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-25 08:27:56.763	00:00:12	0.0	30.0	0.0	0.0	0.0	0.0	0.0
2021-06-25 08:31:33.413	00:00:07	5.0	0.0	0.0	0.0	25.0	0.0	0.0
2021-06-25 10:03:16.282	00:00:15	50.0	0.0	0.0	50.0	0.0	0.0	0.0
2021-06-25 10:03:35.951	00:00:11	13.0	0.0	0.0	546.0	0.0	0.0	238.0
2021-06-25 10:04:07.959	00:00:09	11.0	0.0	0.0	155.0	0.0	0.0	59.0
2021-06-25 10:07:59.321	00:00:07	64.0	0.0	0.0	2.0	0.0	0.0	0.0
2021-06-25 10:18:15.702	00:00:21	44.0	0.0	0.0	569.0	0.0	0.0	82.0
2021-06-25 10:23:41.912	00:00:21	17.0	0.0	0.0	1659.0	0.0	0.0	107.0
2021-06-25 10:30:05.343	00:00:05	0.0	0.0	0.0	0.0	25.0	0.0	0.0
2021-06-25 10:57:35.615		277.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-25 11:32:37.278	00:00:45	5.0	0.0	0.0	3812.0	0.0	0.0	972.0
2021-06-25 11:36:57.829	00:00:05	0.0	0.0	0.0	0.0	16.0	0.0	0.0
2021-06-25 11:41:18.569	00:00:07	19.0	0.0	0.0	167.0	0.0	0.0	12.0
2021-06-25 13:18:53.257	00:00:43	2.0	0.0	0.0	912.0	0.0	0.0	81.0
2021-06-25 13:20:41.337	00:00:03	20.0	0.0	0.0	8.0	0.0	0.0	0.0
2021-06-25 14:38:34.264	00:00:04	0.0	0.0	0.0	2.0	12.0	0.0	0.0
2021-06-25 14:39:24.654	00:00:03	0.0	0.0	0.0	0.0	10.0	0.0	0.0
2021-06-25 15:27:08.468	00:00:05	0.0	0.0	0.0	0.0	21.0	0.0	0.0
2021-06-25 15:39:50.279	00:00:04	27.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-25 16:20:37.882	00:00:06	0.0	0.0	0.0	0.0	42.0	0.0	0.0
2021-06-25 16:40:21.674	00:00:06	0.0	0.0	0.0	0.0	17.0	0.0	0.0
2021-06-25 18:25:50.583	00:00:07	0.0	0.0	0.0	0.0	27.0	0.0	0.0
2021-06-25 18:55:21.095	00:00:06	0.0	0.0	0.0	0.0	15.0	0.0	0.0
2021-06-25 19:39:33.989	00:00:06	0.0	0.0	0.0	0.0	32.0	0.0	0.0
2021-06-25 19:50:46.620	00:00:19	44.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 05:16:25.667	00:00:10	55.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 05:22:19.928	00:00:14	7.0	0.0	0.0	140.0	0.0	0.0	3.0
2021-06-26 05:23:23.318	00:00:15	85.0	0.0	0.0	67.0	0.0	0.0	0.0
2021-06-26 05:23:47.428	00:00:14	33.0	0.0	0.0	473.0	0.0	0.0	15.0
2021-06-26 05:24:04.418	00:00:21	27.0	0.0	0.0	396.0	0.0	0.0	10.0
2021-06-26 05:24:28.698	00:00:25	16.0	0.0	0.0	471.0	0.0	0.0	8.0
2021-06-26 05:42:43.429		0.0	0.0	0.0	830.0	0.0	0.0	60.0
2021-06-26 05:43:58.139	00:00:22	10.0	0.0	0.0	865.0	0.0	0.0	174.0
2021-06-26 05:45:53.329	00:00:12	0.0	0.0	0.0	883.0	0.0	0.0	221.0
2021-06-26 05:46:14.480	00:00:16	0.0	0.0	0.0	1193.0	0.0	0.0	142.0
2021-06-26 05:46:33.830	00:01:14	83.0	0.0	0.0	2906.0	0.0	0.0	327.0
2021-06-26 06:26:48.553	00:00:09	35.0	0.0	0.0	7.0	0.0	0.0	0.0
2021-06-26 06:27:16.973	00:00:03	17.0	0.0	0.0	14.0	0.0	0.0	0.0
2021-06-26 06:27:23.903	00:00:31	45.0	0.0	0.0	290.0	0.0	0.0	155.0
2021-06-26 06:28:13.363	00:02:53	89.0	0.0	0.0	6511.0	0.0	0.0	62158.0
2021-06-26 06:39:10.834	00:00:44	46.0	2.0	0.0	3463.0	0.0	0.0	10148.0
2021-06-26 06:40:03.694	00:00:07	27.0	0.0	0.0	23.0	0.0	0.0	3.0
2021-06-26 06:40:14.724	00:00:41	0.0	0.0	0.0	3441.0	0.0	0.0	9228.0
2021-06-26 06:44:01.474	00:00:10	23.0	0.0	0.0	558.0	0.0	0.0	166.0
2021-06-26 06:44:12.544	00:00:07	0.0	0.0	0.0	406.0	0.0	0.0	68.0
2021-06-26 06:44:57.634	00:00:08	7.0	0.0	0.0	20.0	0.0	0.0	0.0
2021-06-26 06:45:11.444	00:01:09	51.0	0.0	0.0	5259.0	0.0	0.0	20087.0
2021-06-26 06:46:29.025	00:01:27	24.0	0.0	0.0	4234.0	0.0	0.0	38839.0
2021-06-26 06:48:39.005	00:00:07	13.0	0.0	0.0	54.0	0.0	0.0	102.0
2021-06-26 06:48:54.265	00:01:20	9.0	0.0	0.0	1053.0	0.0	0.0	14169.0
2021-06-26 06:50:33.375	00:00:32	24.0	0.0	0.0	215.0	0.0	0.0	264.0
2021-06-26 06:52:15.165	00:00:46	8.0	0.0	0.0	103.0	0.0	0.0	254.0
2021-06-26 07:57:14.421	00:00:36	657.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 07:59:39.891	00:00:41	688.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 08:02:00.491	00:00:10	24.0	0.0	0.0	4.0	0.0	0.0	4.0
2021-06-26 08:02:11.441	00:00:11	48.0	0.0	0.0	7.0	0.0	0.0	0.0
2021-06-26 08:02:25.231	00:00:21	35.0	0.0	0.0	166.0	0.0	0.0	82.0
2021-06-26 08:02:52.431	00:00:40	7.0	0.0	0.0	1034.0	0.0	0.0	214.0
2021-06-26 08:24:21.243	00:00:41	128.0	0.0	0.0	41.0	0.0	0.0	47.0
2021-06-26 08:32:18.483	00:00:06	60.0	0.0	0.0	7.0	2.0	0.0	2.0
2021-06-26 08:33:58.994	00:00:24	62.0	0.0	0.0	190.0	0.0	0.0	58.0
2021-06-26 08:34:24.794	00:00:13	14.0	0.0	0.0	29.0	0.0	0.0	2.0
2021-06-26 08:34:56.114	00:00:12	62.0	0.0	0.0	190.0	0.0	0.0	4.0
2021-06-26 08:36:46.044	00:00:12	8.0	0.0	0.0	133.0	0.0	0.0	21.0
2021-06-26 08:37:52.984	00:00:31	12.0	0.0	0.0	711.0	0.0	0.0	619.0
2021-06-26 08:39:06.304	00:00:06	15.0	0.0	0.0	27.0	0.0	0.0	2.0
2021-06-26 08:39:27.114	00:00:10	8.0	0.0	0.0	12.0	0.0	0.0	22.0
2021-06-26 08:42:46.324	00:00:06	56.0	0.0	0.0	2.0	0.0	0.0	0.0
2021-06-26 08:49:41.895	00:00:12	41.0	0.0	0.0	44.0	0.0	0.0	14.0
2021-06-26 10:00:15.291	00:00:07	8.0	0.0	0.0	12.0	0.0	0.0	0.0
2021-06-26 10:01:16.021	00:00:08	45.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 10:01:38.881	00:00:23	15.0	0.0	0.0	69.0	0.0	0.0	0.0
2021-06-26 10:03:40.191	00:00:57	11.0	0.0	0.0	471.0	0.0	0.0	403.0
2021-06-26 10:05:03.841	00:01:06	8.0	0.0	0.0	2176.0	0.0	0.0	6506.0
2021-06-26 10:11:02.732	00:00:05	28.0	0.0	0.0	33.0	0.0	0.0	4.0
2021-06-26 10:11:57.492	00:00:35	25.0	0.0	0.0	1294.0	0.0	0.0	5485.0
2021-06-26 10:12:43.582	00:00:41	59.0	0.0	0.0	881.0	0.0	0.0	601.0
2021-06-26 10:13:37.182	00:00:19	29.0	0.0	0.0	20.0	0.0	0.0	11.0
2021-06-26 10:13:57.242	00:00:22	26.0	0.0	0.0	87.0	0.0	0.0	17.0
2021-06-26 10:14:20.982	00:01:17	182.0	0.0	0.0	812.0	0.0	0.0	470.0
2021-06-26 10:15:46.282	00:00:41	14.0	0.0	0.0	1085.0	0.0	0.0	1253.0
2021-06-26 10:16:33.742	00:01:00	7.0	0.0	0.0	2478.0	0.0	0.0	673.0
2021-06-26 10:17:42.172	00:00:10	0.0	0.0	0.0	565.0	0.0	0.0	55.0
2021-06-26 10:17:53.142	00:00:09	0.0	0.0	0.0	549.0	0.0	0.0	97.0
2021-06-26 10:18:03.392	00:00:43	2.0	0.0	0.0	1065.0	0.0	0.0	108.0
2021-06-26 10:19:35.342	00:00:20	11.0	0.0	0.0	43.0	0.0	0.0	15.0
2021-06-26 10:20:00.463	00:00:46	23.0	0.0	0.0	986.0	0.0	0.0	292.0
2021-06-26 10:21:05.913	00:00:11	54.0	0.0	0.0	4.0	0.0	0.0	2.0
2021-06-26 10:22:03.143	00:01:11	0.0	0.0	0.0	4595.0	0.0	0.0	5764.0
2021-06-26 10:24:22.513	00:00:58	18.0	0.0	0.0	2826.0	0.0	0.0	2724.0
2021-06-26 10:25:23.953	00:00:12	0.0	0.0	0.0	518.0	0.0	0.0	47.0
2021-06-26 10:28:31.063	00:00:10	0.0	0.0	0.0	50.0	0.0	0.0	0.0
